,start_time,start_lat,start_lon,end_time,end_lat,end_lon,duration,route_type
201,2020-01-22 10:01:00,37.753661,-122.196869,2020-01-22 10:05:00,37.774836,-122.224175,240,metro
202,2020-01-22 10:01:00,37.733064,-122.433817,2020-01-22 10:04:00,37.75247,-122.418143,180,metro
203,2020-01-22 10:01:00,37.75247,-122.418143,2020-01-22 10:04:00,37.733064,-122.433817,180,metro
204,2020-01-22 10:01:00,37.873967,-122.28344,2020-01-22 10:03:00,37.870104,-122.268133,120,metro
205,2020-01-22 10:01:00,37.829065,-122.26704,2020-01-22 10:05:00,37.80835,-122.268602,240,metro
206,2020-01-22 10:01:00,37.721947,-122.160844,2020-01-22 10:05:00,37.696924,-122.126514,240,metro
207,2020-01-22 10:01:00,37.634375,-122.057189,2020-01-22 10:05:00,37.669723,-122.087018,240,metro
208,2020-01-22 10:01:00,37.600271,-122.386702,2020-01-22 10:05:00,37.615966,-122.392409,240,metro
209,2020-01-22 10:01:00,37.696924,-122.126514,2020-01-22 10:04:00,37.721947,-122.160844,180,metro
210,2020-01-22 10:01:00,37.75247,-122.418143,2020-01-22 10:03:00,37.765062,-122.419694,120,metro
211,2020-01-22 10:01:00,37.789405,-122.401066,2020-01-22 10:02:00,37.784471,-122.407974,60,metro
212,2020-01-22 10:01:00,37.721585,-122.447506,2020-01-22 10:03:00,37.733064,-122.433817,120,metro
213,2020-01-22 10:01:00,37.699756,-121.92824,2020-01-22 10:11:00,37.690746,-122.075602,600,metro
214,2020-01-22 10:01:00,37.925086,-122.316794,2020-01-22 10:04:00,37.902632,-122.298904,180,metro
215,2020-01-22 10:02:00,37.803768,-122.27145,2020-01-22 10:05:00,37.797027,-122.26518,180,metro
216,2020-01-22 10:02:00,37.637761,-122.416287,2020-01-22 10:06:00,37.600271,-122.386702,240,metro
217,2020-01-22 10:02:00,37.774836,-122.224175,2020-01-22 10:06:00,37.797027,-122.26518,240,metro
218,2020-01-22 10:02:00,37.721585,-122.447506,2020-01-22 10:06:00,37.706121,-122.469081,240,metro
219,2020-01-22 10:02:00,37.784471,-122.407974,2020-01-22 10:04:00,37.789405,-122.401066,120,metro
220,2020-01-22 10:02:00,37.905522,-122.067527,2020-01-22 10:05:00,37.928468,-122.056012,180,metro
221,2020-01-22 10:02:00,37.706121,-122.469081,2020-01-22 10:06:00,37.721585,-122.447506,240,metro
222,2020-01-22 10:02:00,37.557465,-121.976608,2020-01-22 10:09:00,37.502171,-121.939313,420,metro
223,2020-01-22 10:02:00,37.784471,-122.407974,2020-01-22 10:04:00,37.779732,-122.414123,120,metro
224,2020-01-22 10:02:00,37.669723,-122.087018,2020-01-22 10:06:00,37.696924,-122.126514,240,metro
225,2020-01-22 10:02:00,37.804872,-122.29514,2020-01-22 10:08:00,37.797027,-122.26518,360,metro
226,2020-01-22 10:02:00,37.774836,-122.224175,2020-01-22 10:06:00,37.753661,-122.196869,240,metro
227,2020-01-22 10:02:00,37.797027,-122.26518,2020-01-22 10:07:00,37.804872,-122.29514,300,metro
228,2020-01-22 10:03:00,37.669723,-122.087018,2020-01-22 10:07:00,37.634375,-122.057189,240,metro
229,2020-01-22 10:03:00,37.792874,-122.39702,2020-01-22 10:05:00,37.789405,-122.401066,120,metro
230,2020-01-22 10:03:00,37.600271,-122.386702,2020-01-22 10:07:00,37.637761,-122.416287,240,metro
231,2020-01-22 10:03:00,37.928468,-122.056012,2020-01-22 10:06:00,37.905522,-122.067527,180,metro
232,2020-01-22 10:03:00,37.844702,-122.251371,2020-01-22 10:08:00,37.878361,-122.183791,300,metro
233,2020-01-22 10:03:00,37.765062,-122.419694,2020-01-22 10:05:00,37.779732,-122.414123,120,metro
234,2020-01-22 10:03:00,38.018914,-121.945154,2020-01-22 10:09:00,38.003193,-122.024653,360,metro
235,2020-01-22 10:03:00,37.995388,-121.78042,2020-01-22 10:10:00,38.016941,-121.889457,420,metro
236,2020-01-22 10:03:00,37.733064,-122.433817,2020-01-22 10:06:00,37.75247,-122.418143,180,metro
237,2020-01-22 10:03:00,37.753661,-122.196869,2020-01-22 10:11:00,37.713238,-122.212191,480,metro
238,2020-01-22 10:03:00,37.59063,-122.017388,2020-01-22 10:08:00,37.557465,-121.976608,300,metro
239,2020-01-22 10:03:00,37.664245,-122.44396,2020-01-22 10:06:00,37.684638,-122.466233,180,metro
